State,Account_Length,International_Plan,Number_Vmail_Messages,Total_Day_Charge,Total_Eve_Charge,Total_Night_Charge,Total_Intl_Charge,Customer_Service_Calls,Total_Charge,Churn
IA,152,0,0,35.07,24.89,1.97,2.86,1,64.79,0
TN,108,0,15,28.07,22.7,11.28,2.94,1,64.99,0
OH,98,0,0,28.05,17.22,7.75,3.38,1,56.4,1
NE,159,0,0,32.15,20.92,10.89,2.81,1,66.77,1
AL,100,0,25,41.92,12.02,8.54,3.51,1,65.99,0
WV,83,0,37,13.35,17.89,8.09,3.19,1,42.52,0
TN,105,0,0,35.05,21.79,5.27,2.43,1,64.54,0
WY,106,1,26,45.95,18.29,11.43,3.89,1,79.56,1
TX,19,0,34,26.62,19.06,11.74,3.05,1,60.47,0
MA,46,0,0,23.7,19.01,7.79,3.67,1,54.17,0
LA,9,0,39,36.4,14.38,8.54,2.73,1,62.05,0
CO,157,0,0,33.32,18.14,8.86,2.13,1,62.45,0
AL,16,0,0,35.62,14.69,4.23,2.38,1,56.92,0
CT,99,0,0,16.22,17.61,6.12,1.51,1,41.46,0
CO,76,0,26,36.48,17.44,6.06,2.19,1,62.17,0
NJ,129,0,0,28.63,18.45,3.67,3.19,1,53.94,0
FL,116,0,0,24.89,15.01,9.57,2.11,1,51.58,0
CA,60,1,0,31.11,17.57,9.17,3,1,60.85,0
OR,157,0,30,33.03,20.67,14.5,1.92,1,70.12,0
KS,130,0,0,26.18,17.5,10.52,3.48,1,57.68,0
NV,143,0,0,26.44,18.14,10.71,2.05,1,57.34,0
TX,32,0,0,26.84,15.37,5.96,3.46,1,51.63,0
CA,72,0,39,15.78,23.05,7.52,1.57,1,47.92,0
CO,101,0,23,44.57,13.35,5.81,1.97,1,65.7,0
MI,67,0,35,41.72,12.6,12.33,2.03,1,68.68,0
VT,48,0,0,32.03,14.1,9.26,3.56,1,58.95,0
OR,135,0,0,33.12,20,7.85,2.97,1,63.94,0
IN,100,0,0,42.13,11.05,6.04,1.86,1,61.08,0
DC,180,0,33,39.41,19.8,9.31,2.05,1,70.57,0
VT,100,0,25,36.7,21.92,8.11,3.13,1,69.86,0
LA,155,0,39,31.16,17.43,11.87,1.38,1,61.84,0
IL,78,1,0,40.26,22.55,6.86,2.57,1,72.24,1
NJ,153,0,0,32.95,16.6,8.22,2.3,1,60.07,0
WV,48,0,0,46.78,15.32,7.15,2.13,1,71.38,0
ND,94,0,0,29.58,20.49,9.35,2.13,1,61.55,0
UT,139,0,0,28.05,21.22,7.66,3.4,1,60.33,0
MS,126,0,0,38.88,14.34,10.06,3.19,1,66.47,0
KS,36,0,0,30.36,18.11,8.91,2.94,1,60.32,0
AK,120,0,0,30.33,14.31,5.42,2.51,1,52.57,0
KS,124,0,37,27.4,17.36,10.42,2.4,1,57.58,0
WI,91,0,0,37.04,19.56,10.44,2.86,1,69.9,0
NC,45,0,38,33.46,21.61,11.78,2.08,1,68.93,0
MA,132,0,0,19.99,18.19,10.78,2.38,1,51.34,0
NV,81,0,0,24.72,10.99,8.39,1.4,1,45.5,0
MA,40,0,31,38.2,11.43,5.41,2.03,1,57.07,1
TN,72,0,0,24.99,13.8,7.33,2.84,1,48.96,0
WY,95,0,39,44.34,18.14,8.8,2.73,1,74.01,0
IN,86,0,0,28.25,21.7,10.26,1.46,1,61.67,0
ND,81,1,37,40.31,22.46,12.21,2.13,1,77.11,0
FL,68,0,24,29.92,23.62,7.86,3.97,1,65.37,0
IL,107,0,14,19.43,16.98,8.76,2.03,1,47.2,0
MA,56,0,0,43.04,15.98,6.39,1.19,1,66.6,0
WV,67,0,30,22.03,19.81,13.37,3.92,1,59.13,0
AZ,141,0,22,36.62,27.94,7.22,2.11,1,73.89,0
WA,171,0,0,45.99,19.55,6.12,2.59,1,74.25,1
VA,10,0,0,37.77,13.01,10.23,3.48,1,64.49,0
WA,45,0,0,13.36,15.92,8.29,2,1,39.57,1
TN,103,0,0,24.02,21.56,9.71,1.73,1,57.02,0
WI,51,0,0,33.63,18.79,7.59,2.4,1,62.41,0
KS,126,0,0,54.62,14.27,8.71,2.16,1,79.76,1
HI,190,0,0,25.65,22.83,8.1,3.97,1,60.55,0
PA,106,1,0,22.73,15.96,8.19,2.89,1,49.77,1
VT,59,0,0,25.81,17.84,12.01,3.21,1,58.87,0
LA,13,0,0,9.93,22.29,7.15,3.21,1,42.58,0
IA,118,0,0,23.14,17.36,10.27,3.05,1,53.82,0
VT,73,0,0,37.03,18.75,12.48,2.78,1,71.04,1
WY,64,0,0,35.05,19.75,11.32,3.67,1,69.79,0
CT,115,0,0,41.65,21.31,12.16,3.7,1,78.82,1
UT,162,0,0,31.37,19.04,8.12,3.13,1,61.66,0
VA,94,1,0,40.05,16.56,7.68,2.32,1,66.61,0
PA,96,0,0,30.52,13.8,11.9,1.78,1,58,0
VT,131,0,34,26.62,6.04,11.78,3.62,1,48.06,0
IL,58,1,43,24.28,23.15,8.7,2.4,1,58.53,0
WI,54,0,0,19.86,10.46,9.79,3.24,1,43.35,0
CT,212,0,0,21.42,12.27,13.63,2.05,1,49.37,0
OH,94,0,0,33,19.31,8.57,4.13,1,65.01,0
NY,40,0,0,19.67,10.86,4.84,2.51,1,37.88,0
HI,105,0,0,38.66,22.82,6.45,3.51,1,71.44,0
VT,101,0,0,0,16.33,7.6,1.94,1,25.87,0
TX,98,0,19,18.79,19.36,10.96,2.97,1,52.08,0
NE,70,0,0,36.28,17.4,11.55,1.54,1,66.77,0
MO,86,0,0,21.34,22.93,10.61,2.4,1,57.28,0
NH,133,0,0,27.56,18.03,11.72,3.29,1,60.6,0
NC,103,0,0,28.32,16.35,7.56,2.08,1,54.31,0
MT,131,0,24,23.1,19.82,9.48,2.54,1,54.94,0
AK,141,0,0,14.14,16.2,6.77,2.89,1,40,0
WY,107,0,31,27.25,18.83,11.77,1.51,1,59.36,0
WY,127,1,28,16.3,13.56,6.88,2.81,1,39.55,0
WV,11,0,38,35.67,16.71,10.49,1.89,1,64.76,0
WV,48,0,34,33.66,23.26,9.81,2.05,1,68.78,0
MI,83,0,26,38.49,19.95,6.01,2.92,1,67.37,0
WA,136,0,0,25.94,17.76,5.36,1.35,1,50.41,0
NC,172,0,47,46.73,15.86,11.03,2.38,1,76,0
ME,102,0,0,33.27,17.77,9.05,2.24,1,62.33,1
SD,113,1,0,34.73,16.05,6.27,2.48,1,59.53,0
ID,55,0,8,37.83,14.58,16.99,2.62,1,72.02,0
MO,131,0,0,18.62,28.23,11.64,1.78,1,60.27,0
CT,106,0,33,13.87,20.03,6.79,2.67,1,43.36,0
HI,118,0,0,22.68,10.29,11.46,1.59,1,46.02,0
MD,125,0,0,23.31,17.83,10.73,2.32,1,54.19,0
ID,87,0,0,26.66,18.34,10.05,2.05,1,57.1,0
CO,83,0,0,22.51,10.34,8.9,2.32,1,44.07,0
FL,41,0,41,35.24,11.67,5.21,1.59,1,53.71,0
MD,76,1,0,46.46,22.41,7.43,3.24,1,79.54,1
IL,86,1,0,45.24,15.47,9.29,2.78,1,72.78,0
NJ,66,0,16,29.7,19.73,13.74,2.4,1,65.57,0
NV,107,1,0,39.8,13.86,12.71,2.7,1,69.07,0
MT,138,0,0,22.76,14.14,8.71,4.16,1,49.77,0
TN,1,0,0,33.34,25.2,9.52,1.89,1,69.95,0
DE,89,0,0,33.51,14.1,10.23,3.46,1,61.3,0
NY,64,0,0,37.33,25.78,6.95,2.62,1,72.68,0
MT,114,0,0,32.27,12.55,7.77,2.86,1,55.45,0
ID,96,0,0,28.99,23.59,7.31,3.29,1,63.18,0
MN,116,0,0,33.64,14.29,10.79,3.24,1,61.96,0
NY,92,0,0,45.15,15.36,9.5,2.32,1,72.33,0
HI,70,0,0,33.54,25.99,7.69,1.81,1,69.03,0
MO,22,0,14,33.85,18.85,2.96,1.13,1,56.79,0
MA,51,0,0,31.13,13.61,14.03,1.89,1,60.66,0
UT,68,0,0,36.36,22.14,10.52,2.27,1,71.29,1
FL,130,0,0,35.21,17.01,8.74,3.35,1,64.31,0
ND,62,0,0,27.18,14.64,11.84,1.51,1,55.17,0
ID,42,0,0,15.67,17.95,5.81,3.54,1,42.97,0
IA,81,0,0,44.44,18.33,12.23,2.16,1,77.16,1
OR,136,0,0,44.1,14.68,13.22,2.89,1,74.89,1
MS,140,0,0,27.64,17.53,6.37,2.21,1,53.75,0
MO,56,0,0,23.32,14.1,8.2,3.86,1,49.48,0
TX,159,0,0,14.91,23.65,7.68,2.84,1,49.08,0
MD,102,0,0,46.09,14.62,7.61,2.78,1,71.1,0
ID,169,0,0,40.07,11.64,9.94,3.59,1,65.24,0
MN,161,0,39,37.15,9.58,9.23,1.97,1,57.93,0
NE,105,0,27,24,14.25,12.35,3.08,1,53.68,0
IL,179,0,0,39.87,13.96,8.61,1.65,1,64.09,0
MA,57,0,0,26.21,16.72,11.41,2.73,1,57.07,0
AZ,127,0,14,24.34,14.44,9.97,3.13,1,51.88,0
SD,122,1,40,36.79,21.22,8.37,3.43,1,69.81,0
MT,33,0,35,27.52,12.85,8.59,2.3,1,51.26,0
UT,100,0,0,30.45,16.71,8.4,2.75,1,58.31,0
UT,91,0,34,29.8,22.3,6.48,1.51,1,60.09,0
WA,86,0,0,25.59,10.23,12.2,2.43,1,50.45,0
MT,94,0,0,27.8,12.21,11.4,3.4,1,54.81,0
CT,89,0,0,13.99,14.21,8.76,1.94,1,38.9,0
VA,128,0,0,36.72,13.06,10.22,3.43,1,63.43,0
NC,115,1,0,30.6,16.9,9.77,3.35,1,60.62,0
AK,76,0,0,24.43,14.71,10.76,1.57,1,51.47,0
MD,75,0,39,33.69,23.83,5.83,3.05,1,66.4,0
IN,87,0,0,32.22,17.42,9.98,3.62,1,63.24,0
MT,184,0,0,40.19,24.42,8.64,3.73,1,76.98,1
KS,117,0,0,31.42,21.13,5.99,2.59,1,61.13,0
ME,130,0,0,29.97,17.09,7.29,3.05,1,57.4,0
NC,149,0,0,35.24,16.86,5.13,2.32,1,59.55,0
WY,131,0,0,18.85,9.83,8.57,4.27,1,41.52,0
MN,65,0,29,26.88,27.39,9.45,2.4,1,66.12,0
DE,54,1,0,36.4,20.44,8.5,2.73,1,68.07,0
MO,110,0,0,37.86,8.99,9.67,3.65,1,60.17,0
OK,91,0,31,46.41,18.32,4.71,2.59,1,72.03,0
CT,64,1,0,38.3,9.2,6.28,4.67,1,58.45,1
TN,176,0,23,48.14,13.82,8,1.94,1,71.9,0
WI,84,0,12,15.25,11.78,7.46,2.89,1,37.38,0
ND,101,0,28,18,19.69,12.66,2.89,1,53.24,0
AL,92,0,38,41.17,13.57,9.45,2.4,1,66.59,0
NY,98,0,0,29.19,14.86,8.53,2.11,1,54.69,0
MS,17,0,35,33.75,23,9.45,2.19,1,68.39,0
NH,56,0,24,20.69,15.64,12,3.43,1,51.76,0
NV,76,1,0,40.97,19.7,9.91,2.67,1,73.25,1
KS,123,0,0,27.73,21.2,7.57,2.43,1,58.93,0
VT,64,0,0,24.74,19.41,12.3,2.4,1,58.85,0
CO,110,0,0,22.42,23.18,8.68,1.92,1,56.2,0
WY,90,0,39,16.12,18.62,8.88,3.08,1,46.7,0
PA,174,0,15,37.71,17.9,9.98,3.35,1,68.94,0
PA,79,0,0,45.61,15.77,11.91,1.7,1,74.99,1
PA,141,0,0,36.65,17.05,6.92,3.35,1,63.97,0
NM,132,0,0,28.88,17.8,9.27,3.11,1,59.06,0
FL,144,0,0,47.35,20.46,5.4,3.13,1,76.34,1
MD,54,0,0,46.55,10.17,12.04,3.16,1,71.92,0
ME,36,0,25,25.98,20.64,6.63,2.46,1,55.71,0
MI,70,0,0,22.08,17.74,10.41,3.86,1,54.09,0
SC,100,0,0,19.7,9.46,7.66,1.92,1,38.74,0
WV,50,0,0,22.39,18.4,8.82,2.97,1,52.58,0
MS,105,0,0,17.24,13.52,11.66,3.29,1,45.71,0
WI,92,0,0,26.81,25.38,9.76,3.73,1,65.68,0
NV,115,0,0,48.69,17.48,8.61,1.86,1,76.64,1
HI,79,0,0,7.12,17.94,10.71,3.08,1,38.85,0
ND,35,0,0,44.34,21.94,5.91,1.57,1,73.76,0
DC,60,0,0,30.48,17.76,11.17,3.65,1,63.06,1
MT,71,0,23,29.87,22.01,12.08,3.81,1,67.77,0
ME,23,0,0,19.23,14.35,11.83,1.86,1,47.27,1
WY,225,0,0,31.06,20.95,9.81,2.38,1,64.2,0
MO,80,1,15,27.08,14.5,6.35,3.21,1,51.14,0
NC,118,1,39,26.15,10.48,5.3,2.48,1,44.41,0
TN,127,0,28,40.05,20.13,10.85,2.08,1,73.11,0
WY,93,0,42,28.37,23.22,7.69,3.11,1,62.39,0
CO,59,0,0,26.11,17.47,5.15,3.38,1,52.11,0
ND,87,1,40,37.67,13.35,10.01,3.11,1,64.14,0
NY,21,0,0,41.6,14.28,12.67,1.78,1,70.33,0
PA,88,0,0,37.09,14.39,6.35,2.16,1,59.99,0
IL,85,0,29,24.58,11.9,7.44,2.94,1,46.86,0
OH,146,0,31,34.43,20.52,7.63,2.11,1,64.69,0
WI,63,0,34,25.87,19.3,8.81,3.32,1,57.3,0
OH,72,0,0,23.61,17.99,8.08,2.92,1,52.6,0
SD,97,0,0,28.66,22.03,12.59,1.97,1,65.25,0
NY,54,0,0,48.72,18.97,9.17,3.11,1,79.97,1
GA,160,0,29,27.98,22.34,5.57,4.1,1,59.99,0
TX,79,0,0,24.48,11.54,9.56,3.51,1,49.09,0
MI,59,0,0,34.73,21.02,9.66,3.24,1,68.65,0
ND,132,0,0,27.74,14.25,3.94,1.67,1,47.6,0
AK,101,0,0,29.73,22.27,9.45,2.3,1,63.75,0
MN,117,0,0,27.47,16.69,13.27,3.73,1,61.16,0
CO,156,1,0,47.09,20.26,4.25,2.24,1,73.84,0
NE,56,0,0,20.67,14.05,10.98,2.4,1,48.1,0
OH,123,0,39,45.97,20.83,4.9,4.16,1,75.86,0
AR,89,0,25,36.57,16.78,7.29,2.86,1,63.5,0
CT,50,0,0,51.29,14.2,3.25,2.84,1,71.58,0
WY,68,0,0,33.22,18.03,6.23,4.08,1,61.56,0
NH,117,1,0,9.21,25.77,7.73,2.32,1,45.03,1
IA,1,0,26,35.36,15.73,8,2.19,1,61.28,0
AL,70,0,0,39.15,6.62,11.12,3.56,1,60.45,0
NH,120,0,43,30.24,14.88,7.26,3.11,1,55.49,0
KS,101,0,25,24.5,14.25,10.8,3.92,1,53.47,0
DE,80,0,0,33.97,14.2,12.23,1.49,1,61.89,0
CO,86,0,0,29.21,25.64,6.27,2.62,1,63.74,0
NM,107,0,0,37.79,24.31,11.22,3.27,1,76.59,1
TN,94,1,0,28.92,23.1,4.98,2.35,1,59.35,0
MS,101,0,0,40.63,23.21,12.52,3.65,1,80.01,1
NY,99,0,0,24.75,19.63,8.17,3.08,1,55.63,0
OK,46,0,0,27.91,16.68,10.62,2.19,1,57.4,0
NC,55,1,0,37.57,14.06,10.59,2.62,1,64.84,0
KY,39,0,0,50.22,19.73,9.2,3.11,1,82.26,1
SD,27,0,0,40.24,19.71,7.41,3.43,1,70.79,0
AZ,134,0,40,24.29,7.53,13.05,2.92,1,47.79,0
VT,113,0,0,35.22,21.76,9.49,2.67,1,69.14,0
MO,132,0,0,35.05,17.95,8.83,2.75,1,64.58,0
NJ,93,1,38,38.37,10.17,8.69,3.78,1,61.01,1
DC,91,0,39,28.87,5.54,6.5,2.94,1,43.85,0
WV,172,0,0,35.99,16.89,13.58,1.76,1,68.22,0
NJ,72,0,0,29.84,11.25,10.93,3.19,1,55.21,0
NM,67,0,0,36.64,16.21,9.65,2.32,1,64.82,0
HI,134,0,0,41.21,13,14.32,3.19,1,71.72,0
TN,102,0,0,17.53,23.38,6.35,3.02,1,50.28,0
NY,142,0,0,24.72,17.77,9.63,2.94,1,55.06,0
RI,17,0,0,27.46,18.21,14.18,2.32,1,62.17,0
PA,119,0,0,44.22,21.8,10.31,2.7,1,79.03,1
IN,100,0,33,37.18,13.18,4.46,3.27,1,58.09,0
OR,155,0,30,21.85,16.01,11.45,1.84,1,51.15,0
WI,123,0,0,29.27,13.82,11.26,2.35,1,56.7,0
VA,145,0,0,33.86,10.71,13.01,2.05,1,59.63,0
HI,131,0,30,29.58,17.45,9.82,1.81,1,58.66,0
WA,107,0,0,39.17,21.88,4.83,2.3,1,68.18,0
IL,48,0,0,33.69,17.24,6.59,1.38,1,58.9,0
LA,128,0,0,25.25,20.66,11.48,1.84,1,59.23,0
NC,124,0,0,32.05,15.47,9.82,1.65,1,58.99,0
KY,147,0,0,36.18,17.35,7.03,2.75,1,63.31,0
MS,158,0,0,29.9,16.01,8.47,2.97,1,57.35,0
NY,139,0,0,40.22,14.44,9.55,3,1,67.21,1
SD,52,0,20,22.66,15.65,12.28,3.65,1,54.24,0
NV,177,0,27,39.13,16.67,9.69,2.81,1,68.3,0
ID,60,0,0,37.59,15.18,9.12,2,1,63.89,0
AZ,59,0,0,25.53,15.78,9.56,3.27,1,54.14,0
VA,150,0,0,28.76,18.43,8.07,3.4,1,58.66,0
NV,118,0,35,43.57,21.94,9.7,3.16,1,78.37,0
CO,89,0,0,30.55,25.48,8.34,2.05,1,66.42,0
TX,73,0,0,48.69,15.15,9.64,2.89,1,76.37,1
OR,33,1,0,32.4,13.74,8.55,3.51,1,58.2,0
NY,119,0,0,22.68,17.39,8.86,3,1,51.93,0
ID,153,0,22,28.51,20.98,9.18,2.03,1,60.7,0
NY,104,0,26,32.15,15.15,8.97,3,1,59.27,0
DE,115,0,0,21.71,15.55,7.78,2.86,1,47.9,0
OK,87,0,0,34.88,8.46,8.53,3.62,1,55.49,0
NV,69,0,0,26.13,16.49,11.52,3.81,1,57.95,0
SD,93,0,0,55.78,12.89,13.66,2.35,1,84.68,1
KS,57,0,37,34.2,23.81,6.94,3.19,1,68.14,0
MT,60,0,0,24.65,17.77,14.78,3.94,1,61.14,0
TX,136,0,0,45.87,19.45,11.59,2.73,1,79.64,1
MS,121,0,21,21.47,17.82,8.66,2.86,1,50.81,0
MT,51,0,26,40.26,22.39,8.15,3.02,1,73.82,0
VT,120,0,0,25.36,16.46,11.2,3,1,56.02,0
MT,121,0,0,36.24,10.26,11,2.03,1,59.53,0
NH,90,0,0,23.83,18.18,5.4,1.92,1,49.33,0
LA,82,0,0,33.61,10.85,6.39,3.65,1,54.5,0
ME,140,0,0,27.05,22.93,9.92,2.78,1,62.68,0
NJ,113,0,0,31.62,20.18,6.66,3.29,1,61.75,0
DC,121,0,0,28.66,14.33,4.29,3.32,1,50.6,0
RI,75,0,0,32.39,15.16,7.31,3.54,1,58.4,0
IN,140,0,0,27.29,20.44,10.51,3.05,1,61.29,0
AZ,100,0,0,22.29,14.98,4.04,1.16,1,42.47,0
AL,82,0,0,26.18,8.02,12.94,2.73,1,49.87,0
IA,75,0,0,23.55,13.02,9.7,3,1,49.27,0
WY,146,0,0,18.53,22.59,10.27,3.4,1,54.79,0
CT,45,0,0,24.21,27.09,10.08,3,1,64.38,0
MO,85,0,0,21.44,23.35,8.3,2.65,1,55.74,0
MD,29,0,0,33.25,10.74,6.69,3.83,1,54.51,0
UT,81,0,0,26.27,18.38,10.34,3.7,1,58.69,0
WA,46,0,0,15.37,23.48,6.59,3.43,1,48.87,0
OH,125,0,0,18.04,13.4,8.66,2.19,1,42.29,0
IN,94,0,0,41.65,15.33,11.83,2.62,1,71.43,0
NM,93,0,0,40.77,21.4,7.59,2.94,1,72.7,0
OH,52,0,31,24.16,16.41,11.4,2.97,1,54.94,0
CT,94,0,0,35.04,19.09,11.55,3.51,1,69.19,0
WV,43,0,0,33.98,24.51,8.13,3.05,1,69.67,0
MT,100,0,0,16.41,17.87,6.59,3.38,1,44.25,1
VA,164,0,0,20.96,14.45,7.47,3.43,1,46.31,0
WY,96,0,0,24.48,19.1,10.25,2.7,1,56.53,0
HI,155,1,26,35.99,11.83,6.6,3,1,57.42,0
KS,132,0,0,32.32,15.49,12.59,3.51,1,63.91,0
NV,94,1,0,15.22,28.89,7.78,2.13,1,54.02,1
VA,136,0,35,34.94,25.37,9.64,1.86,1,71.81,0
KS,119,0,0,39.36,22.69,9.49,2,1,73.54,0
CA,120,0,0,22.92,17.35,10.73,1.81,1,52.81,0
WV,173,0,0,32.54,14.32,4.92,2.78,1,54.56,0
NV,41,0,0,30.96,17.98,9.33,1.84,1,60.11,0
ND,160,0,0,20.71,7.59,6.78,2.78,1,37.86,0
DC,157,0,29,37.26,17.51,8.66,4.05,1,67.48,0
ID,92,0,31,29.29,22.63,10.27,3.19,1,65.38,0
NC,88,0,27,15.88,21.42,8.5,2.94,1,48.74,0
MS,68,0,34,27.2,15.68,9.37,1.65,1,53.9,0
WV,121,0,0,30.12,10.5,9.59,2.27,1,52.48,0
VA,67,0,0,29.95,20.06,6.86,2.86,1,59.73,0
DE,129,0,0,27.42,18.75,10.11,2.59,1,58.87,0
AL,8,0,36,41.29,14.53,7.98,1.3,1,65.1,0
CT,90,0,0,29.9,24.24,6.79,3.51,1,64.44,0
NH,93,0,0,30.48,16.05,11.39,3.27,1,61.19,0
MA,120,0,0,23.34,18.04,6.87,2.84,1,51.09,0
WA,89,0,0,23.44,16.37,11.51,2.97,1,54.29,0
RI,117,0,13,35.29,12.98,10.48,2.62,1,61.37,0
WA,56,0,29,6.41,12.25,10.2,1.32,1,30.18,0
KS,148,0,0,40.68,16.63,10.47,2.94,1,70.72,0
MT,119,0,0,22.93,17.98,8.48,3.05,1,52.44,0
VT,75,0,0,35.6,17.98,13.1,1.94,1,68.62,0
OH,80,0,0,33.59,13.98,4.23,1.73,1,53.53,0
NH,148,0,0,2.99,13.74,9.14,2.86,1,28.73,0
FL,97,0,28,34.39,5.88,11.59,1.81,1,53.67,0
WY,94,0,0,35.19,14.23,10.72,0.7,1,60.84,0
FL,85,0,33,35.34,19.85,9.96,3.65,1,68.8,0
TN,80,1,0,47.01,16.63,9.46,1.94,1,75.04,1
IN,88,1,25,49.05,17.29,10.28,3.51,1,80.13,0
WV,154,0,35,11.03,15.65,6.82,3.94,1,37.44,0
UT,32,0,26,41.4,20.13,7.8,2.43,1,71.76,0
UT,144,0,37,37.38,18.88,5.33,2.7,1,64.29,0
TN,68,0,0,30.38,21.45,11.51,2.27,1,65.61,0
OR,80,0,0,19.24,15.77,10.68,2.57,1,48.26,0
MN,46,0,0,26.59,15.77,10.2,3.19,1,55.75,0
NJ,59,1,31,38.25,16.26,10.2,2.46,1,67.17,0
KY,109,0,0,29.85,20.23,8.93,2.75,1,61.76,0
TX,86,0,0,15.78,13.57,6.69,2.38,1,38.42,0
DE,99,0,0,43.25,13.54,11.9,1.62,1,70.31,0
IL,71,0,0,35.19,14.77,8.03,3.27,1,61.26,0
WA,141,0,0,25.76,20.59,13.69,2.92,1,62.96,0
CT,135,1,0,31.62,5.61,9.59,3.48,1,50.3,0
ND,110,0,0,22.97,17.44,7.48,3.16,1,51.05,0
AL,137,0,0,17.8,21.23,8.65,2.4,1,50.08,0
IN,69,0,0,23.02,20.24,8.8,2.86,1,54.92,0
NY,122,0,37,27.71,26.59,9,3.13,1,66.43,0
WV,84,0,0,14.62,22.16,4.44,2.4,1,43.62,0
TN,120,1,0,30.58,14.45,8.58,3.73,1,57.34,1
CA,95,0,0,31.18,23.91,4.73,2.21,1,62.03,0
MO,101,1,0,22.7,18.67,9.45,3.16,1,53.98,0
MD,71,0,31,19.62,18.48,10.8,3.54,1,52.44,0
VA,112,0,29,33.8,20.28,13.03,3.11,1,70.22,0
MS,122,0,45,25.13,12.53,9.16,3.78,1,50.6,0
WY,90,0,0,41.89,13.63,7.69,2.05,1,65.26,0
IL,100,0,0,32.62,17.08,12.24,4.91,1,66.85,0
NV,42,0,0,51.66,19.74,6.62,1.57,1,79.59,1
ND,101,0,36,21.03,14.67,12.62,2.38,1,50.7,1
WV,64,0,22,34.07,11.14,10.38,2.05,1,57.64,0
SC,161,0,0,50.64,20.24,10.82,2.4,1,84.1,1
WY,90,0,0,21.32,22.87,10.74,2.97,1,57.9,0
MD,107,0,0,50.13,16.39,6.66,3.56,1,76.74,1
OK,177,0,0,29.82,13.2,8.07,3.11,1,54.2,0
SD,121,0,0,30.5,12.16,5.23,3.02,1,50.91,0
WA,56,0,0,35.77,15.01,6.74,4.19,1,61.71,0
ID,92,0,29,34.22,17.31,5.85,1.73,1,59.11,1
TX,139,1,31,34.6,17.03,9.63,3.62,1,64.88,1
AZ,68,0,0,39.51,13.03,9.66,2.84,1,65.04,0
WI,165,0,0,26.52,23.47,7.92,2.51,1,60.42,0
WI,89,0,0,55.47,14.03,7.33,2.03,1,78.86,1
MT,97,0,15,19.99,16.69,7.08,1.73,1,45.49,0
WV,75,0,0,18.99,20.17,11.41,3.54,1,54.11,0
SD,183,0,31,29.1,16.46,8.84,2.75,1,57.15,0
NY,112,0,23,48.72,26.8,8.73,2.78,1,87.03,0
NM,63,0,0,35.29,19.47,7.32,3.59,1,65.67,0
WY,177,0,0,29.87,14.33,8.95,3.94,1,57.09,0
NY,137,0,0,18.67,19.59,11.51,3.21,1,52.98,0
HI,134,0,38,36.45,17.99,7.43,2.7,1,64.57,0
DC,45,0,0,16.34,20.98,10.34,2.62,1,50.28,0
LA,163,0,23,38.08,19.85,13.23,2.38,1,73.54,0
OR,125,0,32,16.41,12.39,7.85,2.54,1,39.19,0
TN,3,1,0,27.37,20.82,8.14,2.08,1,58.41,0
IN,129,0,0,23.43,19.19,6.53,2.75,1,51.9,1
WV,84,0,0,24.96,14.59,10.55,2.67,1,52.77,0
MA,96,0,0,29.56,24.43,9.22,2.46,1,65.67,0
TN,123,0,34,51.88,13.3,12.6,3.56,1,81.34,0
VA,80,0,0,33.58,17.59,7.36,3.05,1,61.58,0
MD,79,0,17,40.24,22.4,11.68,3.24,1,77.56,0
AR,109,0,0,29.82,21.31,13.02,2.65,1,66.8,0
NE,103,0,0,27.34,13.24,11.44,2.3,1,54.32,0
NV,89,0,0,22.93,13.26,8.89,2.75,1,47.83,0
CA,120,0,0,42.86,19.22,7,3.73,1,72.81,0
UT,121,0,41,36.64,20.55,6.61,2.59,1,66.39,0
VT,138,0,0,39.12,18.02,7.87,3.56,1,68.57,0
PA,137,0,0,36.7,12.36,8.41,3.27,1,60.74,0
VA,106,0,0,39.98,18.75,10.63,3.19,1,72.55,0
CO,81,0,0,19.6,19.1,6.86,4.86,1,50.42,0
WY,34,0,0,21.9,17.74,9.09,3.78,1,52.51,0
FL,90,0,24,12.1,15.44,8.41,3.48,1,39.43,0
SC,19,0,0,44.1,22.92,7.89,2.57,1,77.48,1
WA,120,0,28,36.69,24.24,8.64,1.86,1,71.43,0
MN,117,0,21,26.04,22.38,6.08,3.21,1,57.71,0
AR,87,0,0,31.59,16.35,9,1.78,1,58.72,0
MD,102,0,0,22.02,30.11,6.55,2.94,1,61.62,0
MT,49,0,0,40.22,18.78,6.61,2.4,1,68.01,0
DC,115,0,29,37.84,16.18,9.05,3.11,1,66.18,0
MN,61,0,0,33.54,22.48,9.47,2.43,1,67.92,0
KS,110,0,0,35.36,8.08,8.03,2.16,1,53.63,0
ND,104,0,0,20.15,15.11,11.51,3.27,1,50.04,0
MT,16,0,0,26.04,19.52,6.67,2.89,1,55.12,0
IA,64,0,43,20.13,12.25,7.11,2.3,1,41.79,0
MN,152,0,0,54.03,13,5.55,2.81,1,75.39,1
WV,124,0,0,53.04,15.3,7.59,3.46,1,79.39,1
OR,97,0,0,24.82,17.26,6.83,3.59,1,52.5,0
MS,131,0,0,22.37,15.24,11.3,4.19,1,53.1,1
DC,66,0,0,24.89,16.7,10.35,2.11,1,54.05,0
OK,63,0,0,21.88,20.47,10.7,3.46,1,56.51,0
OH,115,1,0,58.7,17.29,9.79,3.19,1,88.97,1
